app_id,description,price_encoded,release_year_encoded,all_reviews_encoded,all_percent_encoded,all_count_encoded,tags_encoded
1771730,new city established flat plain administration given order keep administration hands city needs develop continuously,1,0,6,2,1,9
1771820,itemshop application attach cute items vrm common format avatars itemshop includes kawaii items ribbons catnips tails glasses decorate vrm avatars itemshop,1,0,0,0,0,6
1771780,come friend explore decaying ruins beautiful home overcome relentless monsters tricky puzzles mind struggle find way escape estate perhaps could look deeper horror around see untangle grisly mystery,1,0,7,2,1,0
1771960,created game likes go challenges games destroy asteroids game thats easy unfair hurdles allow easily,1,0,0,0,0,6
1771980,welcome fdi newest operator role use detective skills assist field agents investigate mysterious crimes use cuttingedge fdi software dig clues solve puzzles uncover truth,1,0,6,2,1,6
1772050,souls white star scifi turnbased card wargame roguelike strategy game different design doublesided technology moving cards bandwidth draw cost test judgment decision,1,0,6,2,1,9
1771990,physics sumowrestling game heated battle dignity among mysterious catlike creatures nyanvy wins battle true cat could,1,0,6,2,1,6
1772070,unveiled visual novel game unique twist turn based strategy added story taken super popular isekai genre japan boy died reincarnated fantasy world,1,0,0,0,0,0
1772180,face extreme challenges precision platformer every move daring jump use skill fling stick surfaces navigating adrenalinefilled scenes unpredictable obstacles,0,0,7,2,1,2
1772230,simple funny fascinating game learning english words chinese words playing,1,0,0,0,0,6
1772270,flappy octane endless level speed increasing game pick car jump rings rings generated random heights speed game increases far get get leaderboards,0,0,7,2,1,2
1772310,command rebellion leon beaumont exiled prince astrea king betrayed engage classic turnbased tactical rpg experience unravel untold secrets past recruit allies manage inventory train soldiers jrpg inspired journey,1,0,6,1,1,6
1772620,bad guy roams violent neighborhood full chaos secrets,2,0,0,0,0,4
1772490,dungeon color topdown puzzle game switch flames order achieve rainbow flame room interact special obstacles melt brain find exit cute colorful hard fun,1,0,7,2,1,6
1772410,explore vast crime ridden city fight enemies first person mode talk random strangers steal sell various items gamble money gain experience spend helpful skills try stay alive retro beat em,1,0,0,0,0,6
1772710,aeroplane blaster become test pilot test latest fighter jet defend country attack fight hostile aliens different dimensions rid world alien threat,1,0,7,2,1,6
1772650,bus simulation record breaking game,1,0,0,0,0,3
1772630,mystery intrigue adventure explore great destinations world stalk master thief far corners globe huckleberry fields forever unique blend precision platforming procedurally generated content openworld adventure,2,0,0,0,0,9
1772720,village zombies fight zombies mutants together players alone different maps goal survive many levels possible game always starts level level increase zombies stronger zombies come,1,0,7,2,1,6
1772780,horrific choices matter adventure game need get house,1,0,6,1,1,6
1772810,two friends whose paths diverged meet many years however changed inhabit different worlds overcome old grudges hearts become something friends,1,0,6,1,1,0
1772800,fly bike race others explore youve got hang glider mounted dirt bike youll spend lot time air especially combine nitro booster,1,0,0,0,0,6
1772820,mushy round based first person shooter attackers plant bomb defenders defuse engaging armed combat,0,0,6,2,1,6
1772830,rusted moss twinstick shooter metroidvania sling around map grapple blasting way witches rusted machine monstrosities alike wasteland harboring mankind since fallen fae long forgotten knock humanitys door,1,0,6,2,1,2
1772840,realtime combat game played flying dragon third person stage game mode mainly chaos main themes game flying dragon magic,1,0,0,0,0,2
1772920,para bellum hold line real time small unit tactics game task hold enemy attacks wave wave using variety different units supports arsenal best abilities campaign skirmish modes,2,0,7,2,1,1
1773060,shoot trip die psychedelic arcade roguelike romp finger blast way dozens levels mowing strange monsters collecting even weirder items get back pissed stained mattress got kick got bite itll mess got takes,1,0,6,2,1,6
1773110,second nun topdown budgetfriendly pixelart retro topdown fighting classic game beat way top become top nun gruelling challenges island trials tribulations,1,0,0,0,0,6
1773180,play hide seek diabolical convent everyone imposter,1,0,6,2,1,6
1773320,coin treasures coin pushercoin dozer steroids including incremental progress realistic physics numerous upgrades unlocks stunning graphics,0,0,6,2,1,6
1773360,dont get distracted horror themed rage game press hold buttons pop monitors easy enough right,1,0,0,0,0,6
1773390,save world monsters invading flying board keep moving get weapons kill monsters dont forget make strategies every combat wont easy fight,1,0,0,0,0,6
1773440,play skeet master defragmenter sitandchill isometric puzzler spin move swap pieces restore sectors increasing complexity variation collect cores along way improve functionality meet ais may may benevolent,1,0,0,0,0,9
1773470,nes hard game made run play original hardware ported pc hard unique levels original gripping chiptune sound track bit glory side scrolling shooter platformer,1,0,0,0,0,2
1773480,ever controlled game without using keyboard mouse yes possible developed artificial intelligencebased game gives ability control balls movement directions via hand movements challenge gain many points possible,1,0,0,0,0,6
1773490,magic carnival eyes child fishing pool bouncy castle ghost train minigame unique last holds little tricks secrets collect tickets baldwin afford teddy bear race friend versus mode,0,0,6,2,1,6
1773540,help badass female mercenary frail male priest reclaim throne rightful heir sangreal,1,0,0,0,0,6
1773560,tree minimalist building puzzle game recover forest natural disaster floating islands high sky,1,0,7,2,1,1
1773570,game challenge inbetween levels boss fights boss unique challenge instincts reflexes every boss defeat grant valuable upgrade,0,0,7,2,1,6
1773700,could scarier massive dungeontower infested skulls ogres dragons monsters ride largest multinational world know business business,1,0,6,2,1,9
1773840,exotic world cruise aboard uss liberty waves cruise director charge enjoy truly sensational cruise lifetime aboard fleets super luxurious flagship uss liberty waves,1,0,0,0,0,6
1773990,power pushout epic turnbased asianstyle strategy game martial arts elements choose warrior master figures fight wild battle rule game board either throw opponent board conquer opposing towers win game,1,0,0,0,0,6
1774080,impious pumpkins cutespooky real time tactics game take control ghostly army defend resting places hordes evil pumpkins,1,0,0,0,0,0
1774060,gematombe actionpuzzlevsgame play oneonone matches friends computer,1,0,0,0,0,6
1774100,pet idle simulation game take care various virtual animals build manage home cozy home many pets,0,0,6,2,1,3
1774110,whimsical first person adventure platformer retro gameplay aesthetics hours comical spooky fun,1,0,0,0,0,6
1774130,simple multiplayer fps game scifispacelike atmosphere offering multiple gamemodes weapons skins gaming styles,0,0,0,0,0,6
1774160,collect pineapples roll way victory frog ball rerolled frog ball rerolled deluxe version frog ball marblerolling game charming characters precise controls full levels customization options youll never get bored,1,0,0,0,0,6
1774200,abeyance roguelite scifi dungeoncrawler salvage wrecked starships gritty postapocalyptic world fight mutants mechanized defense systems battle inner demons save soul reclaim humanity,2,0,0,0,0,6
1774220,challenging precision platformer based tight fluid movement open map layout multiple routes collect gems save animals,1,0,6,2,1,2
1774380,cine tracer cinematography visualization app used preproduction live action productions,2,0,4,1,1,3
1774390,alien age chaotic merging single player game alien combine deliver variety resources hopeful towns crumble dust prime engine shine saucer towns eager see future holds wont wait forever,1,0,0,0,0,1
1774560,play experimental asymmetric coop multiplayer friend one person move fps horror level eye sky friend communicate well enough make difficulty levels,0,0,2,1,1,0
1774630,explore procedurally generated open world many biomes explore harvest resources chop trees mine rocksore find unique items help along journey using resources find craft powerful weapons items,1,0,0,0,0,6
1774700,invert player challenged solve several logic challenges must move limited way make bases turn white bases turn black jumping base color changes youll use advantage,1,0,6,2,1,1
1774770,phantom hysteria thrusts ghost hunting genre play solo coop four players investigate banish neutralize phantoms tapedtogether gear,1,0,4,1,1,0
1774810,great match game lots bonus games,1,0,0,0,0,6
1774860,plank builders captivating yet relaxing construction game magical marbles ability make stuffed toys come alive together monkeys player plan construct different buildings made wooden planks find monkeys help come alive,1,0,0,0,0,6
1774890,time head park vr bocce action bocce times various courts throwing bowling spinning win online matches friends single player ai closest pallino wins folks bocce time,1,0,7,2,1,3
1774910,welcome bubble pop asmr ultimate sensory experience combines satisfying pop bubbles calming effects asmr get ready immerse world tactile delight relaxation engage unique virtual bubblepopping simulator,1,0,0,0,0,6
1775000,jump line goes random speed drag left button mouse jump hold right mouse button move player touches line screen goes white becomes completely white game survive long possible,0,0,0,0,0,4
1775080,animal simulator new open world game people animals meet choose one many diverse animals character try survive pack new human friend,1,0,2,1,1,9
1775100,dead tunnel shooter platformer roguelite game,1,0,0,0,0,4
1775110,chilli con valley help bean reach chilli con carne pot fast possible jump obstacles dangerous objects like lava knives doesnt want help poor little bean chilli con valley game people lot persistence mentally strong head,0,0,6,2,1,2
1775160,find city infested zombies goal kill zombies come upon us get highest score survive longer getting bonuses increase health parts map,1,0,0,0,0,6
1775150,must best protect world destroy enemies get highest score,1,0,0,0,0,6
1775170,world mystery exciting puzzles follow agent sarah way capture devious criminals solve puzzles find hidden objects talk variety interesting characters try get bottom crime,1,0,2,0,1,6
1775220,follow clues question cast quirky witnesses uncover secrets little town greenhearth deeper dig risk awakening eldritch horrors crack case sanity intact,1,0,0,0,0,0
1775360,fight student council president lulu witch council card roguelite deckbuilding game assemble party charming characters build powerful deck defeat enemies experience thrill overcoming powerful foes various strategies,1,0,4,1,1,6
1775300,suddenly one morning accused terrorism slightly weird city always wrong place equipped brain weaponry hunted authorities special forces panicstricken citizens news media,1,0,7,2,1,6
1775430,asteroids headed directly towards earth destroy asteroids slam earth earn medallions purchase ship upgrades help fight save earth,1,0,0,0,0,4
1775410,banished sir rpg game set medival fantasy world decisions made matter,1,0,0,0,0,6
1775460,landnav immersive authentic navigation experience study map plot route plan contingencies read land trust compass always know military professionals orienteering enthusiast anybody enjoys mental challenge,1,0,7,2,1,3
1775490,tactical dicerolling roguelike combat take control heroes unique dice fight way levels monsters try take final boss lose single fight start careful lucky,1,0,5,2,1,1
1775470,blocky puzzle platformer adventure,0,0,7,2,1,2
1775500,backed interstellar weaponry nation panwestia annexed half globe resistance appears futilebut hegemon unique weakness,1,0,0,0,0,6
1775550,war east comprehensive realistic advanced wargame modeling eastern front warfare world war two,2,0,6,2,1,3
1775510,battle orc clans survive deadly dungeons leveling adventurer become fighter wizard cleric rogue,1,0,0,0,0,7
1775520,overcome obstacles trusting strength power soul stone loyal companions become legend born,1,0,7,2,1,6
1775640,biggest stream hover racing twitch integrated racing game windows viewers racing streamer using ai controlled hover cars kinds mayhem fun occurs fans,0,0,6,2,1,6
1775720,fall leaves wont stop falling bears newest job cleaning lawns neighbourhood solve sokoban style puzzles pushing bundles leaves away clean fields mean merry forest folk,1,0,0,0,0,6
1775750,gardeners path topdown turnbased puzzle game fighting giant insects protecting underground gardens use magical artifacts,1,0,7,2,1,6
1775770,participate craziest races organized multimillion dollar company decided everyone participate regardless vehicle compete race,1,0,4,1,1,4
1775840,learn spell assemble words unlock prizes trace colour letters alphabet swoop deeply amazing adventure alongside albert eager knowledge albatross flying many levels save silly friends learning alphabet,1,0,0,0,0,6
1775860,time incredible adventure pixel art roguelike platformer game space roguelike adventure hero save universe,1,0,6,2,1,2
1775980,help hero coconut little kiss defeat enemies evil king sweet kingdom bring back peace face different candy themed enemies challengings stages grid based movement mechanics,1,0,0,0,0,6
1775990,paranormal horror using handycam go inside dark abandoned hospital nightvision help see explore place face kinds brutal entities creepy inmersive enviroment mission find fuse return power destroy place setting fire,1,0,3,0,1,0
1776000,inmersive horror scifi game exploration module damage meteor near saturn orbit old abandoned spacecraft get power back explore space search replacement core spaceship,1,0,0,0,0,3
1776080,armed nothing curiosity streaming equipment insatiable need impress others approach longabandoned house small town could possibly go wrong,1,0,7,2,1,0
1776160,must stay apartment city around falls eldritch horror,0,0,6,2,1,6
1776120,aboutit old school game collection ten different types minigamesthe story tells series wars took place island,0,0,0,0,0,2
1776290,x fugitive police chase game player run police cars endless game survive long possible,2,0,0,0,0,6
1776350,go levels collecting honey set time record kill animals bear adventures play friends coop game mode supports players,1,0,4,1,1,2
1776380,square enix triace present latest title star ocean rpg series,2,0,4,1,1,6
1776490,boarding actiontycoon game focused running airport create calm chaos busy airport get passengers correct destination freak,1,0,6,1,1,6
1776500,industry mania casual time management video game game utilizes pointandclick arcade gameplay model enables player recruit workers give workers salaries manage energy resources operate factories collect products sell products make even cash,1,0,0,0,0,3
1776540,new part lawnmower themed game series pinball lawnmower game series style,1,0,7,2,1,4
1776650,fragroom defenders tower defense multiplayer shooting game set zombie postapocalyptic town choose weapons fight different enemies find best team tactics save shelter zombie foragers,0,0,6,2,1,9
1776800,karma crown postapocalyptic loguelike topdown shooter game focused players strategic choice movement control,1,0,0,0,0,4
1776860,tank sudoku goal finish sudoku puzzle fast possible every cell guarded enemy tanks battle way cell finish puzzle,1,0,0,0,0,6
1776840,explore kingdom overrun evil magic fight foes magical bow retro inspired actionadventure platformer,1,0,7,2,1,6
1776900,plunge summer atmosphere game sunny beach,1,0,0,0,0,4
1776920,cursed town game story old abandoned town medievo classic times place used many purposes,1,0,0,0,0,6
1776940,fleshgait modern take classic survival horror dynamic gameplay elements shifting pathlines explore sullivan estate games story gameplay shift based players decisions mixed randomized gameplay elements playthrough unique,1,0,0,0,0,0
1776970,navel,2,0,5,2,1,0
1777000,much someone cut away theres nothing left find chilling kinetic visual novel dare,1,0,6,2,1,0
1777010,gdo masters fighting game mutually assured fun pick one characters fight title gdo master,1,0,0,0,0,6
1777060,curse grimsey island futuristic detective game two parts collect evidence find motives construct timeline solve one greatest mysteries modern times many notable individuals disappearing across world,2,0,0,0,0,6
1777110,dogfight time aerial racing game shooting mechanics race opponents finish line picking objects destroy opponents planes protecting plane damage earn ingame money completing matches unlock new planes race,1,0,0,0,0,6
1777160,nuclear assault shoot em essence arcades equip new cannons collect different powerups defeat robot kings earn new scores importantly shoot shoot dont stop shooting,1,0,7,2,1,4
1777210,physics based puzzle clicker small automation game figure escape noone coming help,1,0,0,0,0,6
1777320,game play malware goal destroy computer within,1,0,7,2,1,2
1777380,bullet grinder pick trusty cannon make enemies rain lead blast way hordes robots hardcore platforming game kill time hesitate,1,0,0,0,0,6
1777510,pause unpausable cutscenes unpausable gameplay time like made alien blues developer source available free use light resources pause pretty much game time,0,0,6,2,1,8
1777560,construct animals pieces new puzzle game,1,0,0,0,0,4
1777600,paranormal hunter firstperson coop online multiplayer horror game vr support explore ominous haunted locations turn fear courage face sinister supernatural challenges,1,0,4,1,1,5
1777650,connect dots casual puzzle game many difficulty levels,1,0,0,0,0,1
1777760,sign official fifpro licensed players compete become ultimate football manager,0,0,6,1,1,3
1777730,survival experience capturing story,1,0,0,0,0,1
1777800,food decisions educational game healthy nutrition explore food lab restaurant supermarket kitchen battle friends mini games like food olympics health chess live day open world get feedback diet end day,0,0,4,1,1,6
1777790,gather friends battle chaotic physicsbased party games pool party grab cue join party,1,0,7,2,1,6
1777820,toilet flush sim groundbreaking revolutionary absolute masterpiece artwork gifted world god astonishing whole toilets could playing game amount time,1,0,7,2,1,3
1777910,first person hardcore jumping game enemy time try complete three levels get trophy,1,0,0,0,0,2
1777940,trapped tracks earthquake threatening life must escape subway tunnel station collapse must solve puzzles avoid collect things use enviroment favor play alone first person horror puzzle game try survive,1,0,0,0,0,6
1777950,future world order resist oppression skynet underground resistance army sent intelligent flight aircraft elta obtain energy chip control energy source destroy skynet make world free indie game studio enjoy,1,0,0,0,0,6
1777960,snowmobile race across different terrain avoid various obstacles learn enter corners race best result players wont easy may best snowrocket rider,1,0,0,0,0,6
1777980,girls praying pray,1,0,0,0,0,9
1777990,ortharion last battle hackn slash rpg immerses medieval fantasy world full secrets customize hero combining classes equipment spells create unique synergies face formidable bosses prove strength,1,0,6,2,1,6
1778030,feel thrill hunt v duel v hide seek mode push wits perceptiveness courage limits employ array items triggers skills fit class outsmart defeat foe terrifying ghost dauntless vigilant hunter,2,0,6,1,1,5
1778060,roll initiative virtual translation modern tabletop gaming intended introduction system new players chance experienced players play tabletop games,0,0,6,1,1,1
1778090,castle life game castle defense player accumulates money buys archers swordsmen defense improves castle collects gold calls rockfalls fights catapults,1,0,2,0,1,1
1778190,effigy holding back monsters destroyed pieces scattered need find pieces restore effigy banish monsters lands,1,0,0,0,0,0
1778200,fight survive intense twinstick shooter hold increasingly dangerous waves enemies equipping items sentries drones piece together ridiculously powerful builds finding creative item synergies unleash hell defend outpost costs,1,0,0,0,0,4
1778210,play king boo unfortunately lost royal adornments must find back allowed back castle simple colorful adventure game young players,1,0,6,2,1,2
1778310,classic fantasy roleplaying game telling tale kingdom bernicia falling chaos forces darkness encroach every front answer queen amelias call help brave adventurer seeking fame fortune troubled land,0,0,7,2,1,6
1778430,garda pixel art tower defense exploration game protect totem keeping world darkness wander across immense desert learn weird laws world using technology energy systems power defense turret numerous enemies,0,0,4,1,1,6
1778490,hexagourds casual relaxing builder puzzle game place tiles grid make pumpkin patch grow pumpkins feed animals pick apples gain points rotating placing connecting different tiles,1,0,0,0,0,6
1778500,dee squirrel lives tree like squirrel dee must collect nuts winter dee needs help collect many nuts possible store tree along way dodge threats collect powerups aid,1,0,6,2,1,4
1778520,reminiscent jump king celeste henry squareman fallen cliff caverns squared attain willpower escape via bridge atop mountain punishing precision platformer beware spikes slopes,1,0,0,0,0,2
1778630,precision platformer game rescue queen forest beyond enemy youll control inertia dont hit wall,1,0,7,2,1,2
1778720,get fist ready defeat opponents vr rhythm action game immerse fantasy world throwing fist beat release stress burn calories thrilling exercise,2,0,7,2,1,6
1778760,world puzzles mystery sarah would never expected stumble true love follow sarah confronts incredible challenges latest adventure,1,0,0,0,0,6
1778780,tetris real physics engine realistic graphicsyou challenge highest score superb skillssupport leaderboard worlds master competitionin addition classic mode also includes variety interesting modes,1,0,7,2,1,3
1778820,get ready next chapter legendary fighting game franchise tekken,2,0,6,1,1,6
1778830,skautfold knights end final chapter skautfold series explore waltham industries factory uncover dark secrets unique timelinebased rpg battle system youll come facetoface eldritch horrors humanity reaches final days earth,1,0,6,2,1,6
1778850,game kids full weird characters learn everything trafficrelated traffic behavior crossing zebra using bicycle properly wearing seat belts many important things story small park full cute monsters,0,0,7,2,1,6
1778890,wrath erlik fantasy rpg game based turkish mythology,1,0,0,0,0,6
1778910,drag move cat mermaid obstacles find legendary fishburger remember suffering cat mermaid,1,0,0,0,0,6
1778970,guide motty towards enemies slo travels forest touchclick actively watch motty uses autoattack sense abilities attack collect spores dropped enemies use develop abilities collect spores friends discover map,1,0,0,0,0,6
1779040,cute relaxing polygonal memory game furries,1,0,0,0,0,6
1779070,cat sometimes frustrating grab gun shoot furballs catnight online shooting multiplayer game many surprising modes game ever team choice smashcat opponents,1,0,7,2,1,6
1779130,bauer sidescrolling fun little endless runner game help simple mouse fly plane avoid obstacles air,0,0,7,2,1,6
1779180,knights try tough platformer retro bit graphics take role honorable knight trye attempting complete sacred trial leaping world full perilous pitfalls dangerous traps,1,0,6,2,1,2
1779200,evolution simulation game take control species environment edit species whole compete evolving species resources alien planet,1,0,6,2,1,3
1779210,jamm map maker makes simple easy bring vision life quickly giving time focus story make perspective orthographic maps well immersive images minutes,1,0,0,0,0,6
1779190,destroy lord zaidens army save captured souls medieval rpg happen fictional place called soulsland,1,0,4,1,1,6
1779220,deemed master chinese bird flower painting style ohara koson produced hundreds prints life discover majestic pieces made one japans celebrated artists sharpen brain relieve stress playing jigsaw puzzle game,1,0,7,2,1,6
1779460,get ready intellect enriched emotions manipulated mayonnaise expanded unveil stories learn mistakes lives short enhanced meaningful stories like one,1,0,6,2,1,3
1779500,simple game objective artfully stack seven different types blocks fall according gravity game countdown given time count reaches zero block fall one one move blocks left right rotate,1,0,0,0,0,2
1779550,classical space combat simulation unique dynamic destruction engine allows realistically damage burn enemies exactly hit blasters causing onboard systems armor melt away fall apart made solo developer,1,0,0,0,0,6
1779560,long lost arcade game resurfaced today would donut dodo classic platformer golden era tough nails challenging whole family ready top high score table,1,0,6,2,1,2
1779530,bass monkey free hack slash arcade game friends compete cooperate short lowstress musical platformer collect bananas smack away hamsters try get high score leaderboards battle song ep,0,0,6,2,1,6
1779630,scifi action game single player bringing fight rebellions level character choose new skills dress character epic space wars,1,0,0,0,0,1
1779650,us aliens survival shooter game spaceship flies towards earth ship something constantly happening need solve problems along way shooting back aliens constantly hunting,1,0,7,2,1,4
1779690,lead spe games protagonist eerie dollhouse effort find little brother way spe encounter ghostchildren also trapped use different abilities solve environmental puzzles order escape house,0,0,4,1,1,6
1779660,king rally countrymen fight field battle build army survive long defeating invading enemies kill points multiplied size army time kill,1,0,0,0,0,4
1779720,war broken undead one sole purpose determine one true skeleton king takes claim crown,0,0,7,2,1,1
1779730,knock opponents far offscreen possible platformfighter extremely simple controls game played rounds everything resets someone knocked screen someone last character standing,1,0,0,0,0,6
1779710,game genre hidden object need find animals large location drawn style doodling medieval castle game location front castle watermill pond,1,0,6,1,1,6
1779770,warning game early access survive alone others post apocalyptic horror survival lootershooter base building raiding join community watch game grow get exclusive rewards content,1,0,0,0,0,9
1779790,collect resources hunt mine build base weapons objects help survive able discover real reason journey,1,0,6,1,1,6
1779810,pacifist outside classic cinematic platformer uncompromising experience failure frequent progress hardearned play brave tribal leader grappling strange trials unknown forces makes spiritual journey dark cave,1,0,0,0,0,2
1779840,griselda wants friends dianthus dianthus cant stand love hate work together keep forest safe dangerous fae working together help bring closer griselda somehow pass blantrees class,0,0,6,2,1,0
1779940,play outside game favorite activities pc without really going outside,1,0,0,0,0,3
1779990,mysterious crime one could solve rests shoulders well also partner department everyone makes fun knowsmaybe shes actually great detective disguise,1,0,7,2,1,0
1780100,nonogram puzzle game scifi visual novel rolled one solve puzzles overcome obstacles noah von sterne struggles save colony reunite family unwind sharpen mind relaxing picture random asmr modes,1,0,0,0,0,0
1780110,assume lead drug development role mazer foremost pharmaceutical company world create groundbreaking drugs customers work hard impress bosses try ruffle many feathers,1,0,0,0,0,6
1780150,welcome game maze mayhem small simple game loads gameplay revolving around compact mazelike levels filled secrets puzzles action would think could find game try demo see mazes hidden today,1,0,0,0,0,9
1780270,welcome laptop tycooncompete tech giants opportunity show skills business management start laptop company choose hire best people company buy upgrade office start building dream laptop,1,0,6,2,1,3
1780260,control cute cat move forward break various traps terrain get treat game casual run game anyone enjoy,1,0,7,2,1,6
1780290,lets puzzle transforms memories jigsaw challenges enjoy collaborative realtime puzzling personal music integration custom puzzles varying levels difficulty relax play create,1,0,7,2,1,6
1780280,someone committed murder village detective arrives crime scene help find murderer,1,0,4,1,1,6
1780300,hello world npcnpc,0,0,7,2,1,6
1780310,eletar hero platformer use ability acquired ancient alien race traverse different mazelike levels defeat many bosses collect abilities ancient eletar left behind stop madman taking world,1,0,0,0,0,2
1780340,cyber runner factory production cyborgs failure hordes hostile mechanisms filled streets city government sent fight huge forces lose confidence,1,0,0,0,0,0
1780380,simple golf solitaire game several common rule variations challenge mode beat levels,0,0,7,2,1,6
1780420,quiet apocalypse firstperson story adventure set beautiful open world join father dangerous trek km pristine wilderness race save life special child,1,0,4,1,1,6
1780410,step world festive cheer excitement christmas slots ultimate casino game combines thrill spinning reels joyous spirit holiday season get ready merry gambling experience filled colorful symbols jingle bells chance win big,1,0,0,0,0,6
1780450,retro rally racing simulation twist,1,0,7,2,1,6
1780520,play role merchants apprentice sinspired realistic setting full trading companies business ploys short h replayable visual novelrpg logistics trading aspects brought life beautiful baroque paintings classical music,1,0,7,2,1,0
1780490,skull bullets roguelike game rpg elements risen dead shooter trying get endless forest undead upgrade skills get new weapons deal whole crowd enemies able get depends,1,0,0,0,0,2
1780530,mines randomly distributed find removing blocks beacons guide showing many adjacent mines win mines either surrounded removed careful hit mine,1,0,0,0,0,6
1780570,rakuten physics based space shooter pilot rocketship shoot enemy spacecraft unlock upgrades increase capabilities available weaponry,1,0,0,0,0,6
1780690,fighting game looks like anime style,0,0,6,2,1,8
1780720,folk horror graphic adventure nostalgia lost futures decay designed interactive nighttime story enhance dreams collect hidden objects help strange inhabitants solve arcane riddles find way home ruinous reality haunted glitches folkloric creatures,1,0,7,2,1,6
